run_name,d_model,n_layers,G,j,A,top_k,n_experts,d_expert,N_act,N_tot,D,steps,warmup,C,lr
d128_G01_A3_T4M,128,10,1,3,0.375,3,8,512,6553600,22833152,4000000,488,10,374906880000000,0.006842355407399256
d128_G01_A4_T4M,128,10,1,4,0.5,4,8,512,8519680,22833152,4000000,488,10,422092800000000,0.0067194487126716
d128_G01_A8_T4M,128,10,1,8,1.0,8,8,512,16384000,22833152,4000000,488,10,610836480000000,0.0063502466029141625
d128_G02_A1_T4M,128,10,2,1,0.125,2,16,256,2621440,22843392,4000000,488,10,280780800000000,0.007151598779097398
d128_G02_A2_T4M,128,10,2,2,0.25,4,16,256,4587520,22843392,4000000,488,10,327966720000000,0.006983741331228974
d128_G02_A3_T4M,128,10,2,3,0.375,6,16,256,6553600,22843392,4000000,488,10,375152640000000,0.0068416698610242015
d128_G02_A4_T4M,128,10,2,4,0.5,8,16,256,8519680,22843392,4000000,488,10,422338560000000,0.006718850716152588
d128_G02_A8_T4M,128,10,2,8,1.0,16,16,256,16384000,22843392,4000000,488,10,611082240000000,0.006349856046654973
d128_G04_A1_T4M,128,10,4,1,0.125,4,32,128,2621440,22863872,4000000,488,10,281272320000000,0.007149686521059103
d128_G04_A2_T4M,128,10,4,2,0.25,8,32,128,4587520,22863872,4000000,488,10,328458240000000,0.006982142391497816
d128_G04_A3_T4M,128,10,4,3,0.375,12,32,128,6553600,22863872,4000000,488,10,375644160000000,0.00684030032025
d128_G04_A4_T4M,128,10,4,4,0.5,16,32,128,8519680,22863872,4000000,488,10,422830080000000,0.006717655925753199
d128_G04_A8_T4M,128,10,4,8,1.0,32,32,128,16384000,22863872,4000000,488,10,611573760000000,0.006349075477114415
d128_G08_A1_T4M,128,10,8,1,0.125,8,64,64,2621440,22904832,4000000,488,10,282255360000000,0.007145873536675031
d128_G08_A2_T4M,128,10,8,2,0.25,16,64,64,4587520,22904832,4000000,488,10,329441280000000,0.0069789527717712884
d128_G08_A3_T4M,128,10,8,3,0.375,24,64,64,6553600,22904832,4000000,488,10,376627200000000,0.006837567426240169
d128_G08_A4_T4M,128,10,8,4,0.5,32,64,64,8519680,22904832,4000000,488,10,423813120000000,0.006715271141486149
d128_G08_A8_T4M,128,10,8,8,1.0,64,64,64,16384000,22904832,4000000,488,10,612556800000000,0.006347516505565162
d128_G16_A1_T4M,128,10,16,1,0.125,16,128,32,2621440,22986752,4000000,488,10,284221440000000,0.0071382932931248096
d128_G16_A2_T4M,128,10,16,2,0.25,32,128,32,4587520,22986752,4000000,488,10,331407360000000,0.0069726063246683965
d128_G16_A3_T4M,128,10,16,3,0.375,48,128,32,6553600,22986752,4000000,488,10,378593280000000,0.006832126226706464
d128_G16_A4_T4M,128,10,16,4,0.5,64,128,32,8519680,22986752,4000000,488,10,425779200000000,0.00671052064766297
d128_G16_A8_T4M,128,10,16,8,1.0,128,128,32,16384000,22986752,4000000,488,10,614522880000000,0.006344407197724531
d128_G01_A1_T8M,128,10,1,1,0.125,1,8,512,2621440,22833152,8000000,976,10,561070080000000,0.006433299969846011
d128_G01_A2_T8M,128,10,1,2,0.25,2,8,512,4587520,22833152,8000000,976,10,655441920000000,0.006282180881395404
d128_G01_A3_T8M,128,10,1,3,0.375,3,8,512,6553600,22833152,8000000,976,10,749813760000000,0.00615429262569607
d128_G01_A4_T8M,128,10,1,4,0.5,4,8,512,8519680,22833152,8000000,976,10,844185600000000,0.006043745347752406
d128_G01_A8_T8M,128,10,1,8,1.0,8,8,512,16384000,22833152,8000000,976,10,1221672960000000,0.005711669960523249
d128_G02_A1_T8M,128,10,2,1,0.125,2,16,256,2621440,22843392,8000000,976,10,561561600000000,0.006432438686324431
d128_G02_A2_T8M,128,10,2,2,0.25,4,16,256,4587520,22843392,8000000,976,10,655933440000000,0.0062814608735572534
d128_G02_A3_T8M,128,10,2,3,0.375,6,16,256,6553600,22843392,8000000,976,10,750305280000000,0.006153676017415826
d128_G02_A4_T8M,128,10,2,4,0.5,8,16,256,8519680,22843392,8000000,976,10,844677120000000,0.0060432074853719805
d128_G02_A8_T8M,128,10,2,8,1.0,16,16,256,16384000,22843392,8000000,976,10,1222164480000000,0.005711318678345879
d128_G04_A1_T8M,128,10,4,1,0.125,4,32,128,2621440,22863872,8000000,976,10,562544640000000,0.006430718723702965
d128_G04_A2_T8M,128,10,4,2,0.25,8,32,128,4587520,22863872,8000000,976,10,656916480000000,0.006280022722159015
d128_G04_A3_T8M,128,10,4,3,0.375,12,32,128,6553600,22863872,8000000,976,10,751288320000000,0.006152444196765566
d128_G04_A4_T8M,128,10,4,4,0.5,16,32,128,8519680,22863872,8000000,976,10,845660160000000,0.006042132842313209
d128_G04_A8_T8M,128,10,4,8,1.0,32,32,128,16384000,22863872,8000000,976,10,1223147520000000,0.005710616602367467
d128_G08_A1_T8M,128,10,8,1,0.125,8,64,64,2621440,22904832,8000000,976,10,564510720000000,0.006427289170533101
d128_G08_A2_T8M,128,10,8,2,0.25,16,64,64,4587520,22904832,8000000,976,10,658882560000000,0.0062771538485047
d128_G08_A3_T8M,128,10,8,3,0.375,24,64,64,6553600,22904832,8000000,976,10,753254400000000,0.006149986120788787
d128_G08_A4_T8M,128,10,8,4,0.5,32,64,64,8519680,22904832,8000000,976,10,847626240000000,0.006039987870391302
d128_G08_A8_T8M,128,10,8,8,1.0,64,64,64,16384000,22904832,8000000,976,10,1225113600000000,0.005709214399976918
d128_G16_A1_T8M,128,10,16,1,0.125,16,128,32,2621440,22986752,8000000,976,10,568442880000000,0.006420471191313304
d128_G16_A2_T8M,128,10,16,2,0.25,32,128,32,4587520,22986752,8000000,976,10,662814720000000,0.006271445595968964
d128_G16_A3_T8M,128,10,16,3,0.375,48,128,32,6553600,22986752,8000000,976,10,757186560000000,0.006145092084719131
d128_G16_A4_T8M,128,10,16,4,0.5,64,128,32,8519680,22986752,8000000,976,10,851558400000000,0.006035715083117961
d128_G16_A8_T8M,128,10,16,8,1.0,128,128,32,16384000,22986752,8000000,976,10,1229045760000000,0.0057064177620978155
d128_G01_A1_T16M,128,10,1,1,0.125,1,8,512,2621440,22833152,16000000,1953,20,1122140160000000,0.005786371535231743
d128_G01_A2_T16M,128,10,1,2,0.25,2,8,512,4587520,22833152,16000000,1953,20,1310883840000000,0.0056504488834139555
d128_G01_A3_T16M,128,10,1,3,0.375,3,8,512,6553600,22833152,16000000,1953,20,1499627520000000,0.0055354209870096815
d128_G01_A4_T16M,128,10,1,4,0.5,4,8,512,8519680,22833152,16000000,1953,20,1688371200000000,0.005435990270986988
d128_G01_A8_T16M,128,10,1,8,1.0,8,8,512,16384000,22833152,16000000,1953,20,2443345920000000,0.0051373081673667135
d128_G02_A1_T16M,128,10,2,1,0.125,2,16,256,2621440,22843392,16000000,1953,20,1123123200000000,0.005785596861817415
d128_G02_A2_T16M,128,10,2,2,0.25,4,16,256,4587520,22843392,16000000,1953,20,1311866880000000,0.005649801279092791
d128_G02_A3_T16M,128,10,2,3,0.375,6,16,256,6553600,22843392,16000000,1953,20,1500610560000000,0.0055348663844545535
d128_G02_A4_T16M,128,10,2,4,0.5,8,16,256,8519680,22843392,16000000,1953,20,1689354240000000,0.005435506495695527
d128_G02_A8_T16M,128,10,2,8,1.0,16,16,256,16384000,22843392,16000000,1953,20,2444328960000000,0.005136992209895198
d128_G04_A1_T16M,128,10,4,1,0.125,4,32,128,2621440,22863872,16000000,1953,20,1125089280000000,0.0057840498575115135
d128_G04_A2_T16M,128,10,4,2,0.25,8,32,128,4587520,22863872,16000000,1953,20,1313832960000000,0.0056485077472579436
d128_G04_A3_T16M,128,10,4,3,0.375,12,32,128,6553600,22863872,16000000,1953,20,1502576640000000,0.005533758434882702
d128_G04_A4_T16M,128,10,4,4,0.5,16,32,128,8519680,22863872,16000000,1953,20,1691320320000000,0.005434539918039431
d128_G04_A8_T16M,128,10,4,8,1.0,32,32,128,16384000,22863872,16000000,1953,20,2446295040000000,0.005136360734217693
d128_G08_A1_T16M,128,10,8,1,0.125,8,64,64,2621440,22904832,16000000,1953,20,1129021440000000,0.005780965177963896
d128_G08_A2_T16M,128,10,8,2,0.25,16,64,64,4587520,22904832,16000000,1953,20,1317765120000000,0.005645927365660737
d128_G08_A3_T16M,128,10,8,3,0.375,24,64,64,6553600,22904832,16000000,1953,20,1506508800000000,0.005531547541417429
d128_G08_A4_T16M,128,10,8,4,0.5,32,64,64,8519680,22904832,16000000,1953,20,1695252480000000,0.005432610643090187
d128_G08_A8_T16M,128,10,8,8,1.0,64,64,64,16384000,22904832,16000000,1953,20,2450227200000000,0.005135099536381848
d128_G16_A1_T16M,128,10,16,1,0.125,16,128,32,2621440,22986752,16000000,1953,20,1136885760000000,0.005774832810272332
d128_G16_A2_T16M,128,10,16,2,0.25,32,128,32,4587520,22986752,16000000,1953,20,1325629440000000,0.005640793131264157
d128_G16_A3_T16M,128,10,16,3,0.375,48,128,32,6553600,22986752,16000000,1953,20,1514373120000000,0.005527145646411975
d128_G16_A4_T16M,128,10,16,4,0.5,64,128,32,8519680,22986752,16000000,1953,20,1703116800000000,0.005428767524508675
d128_G16_A8_T16M,128,10,16,8,1.0,128,128,32,16384000,22986752,16000000,1953,20,2458091520000000,0.005132584126577574
d192_G01_A1_T0_5M,192,10,1,1,0.125,1,8,768,5898240,46537728,500000,61,10,58498560000000,0.009089961017782942
d192_G01_A2_T0_5M,192,10,1,2,0.25,2,8,768,10321920,46537728,500000,61,10,71769600000000,0.008810188726918697
d192_G01_A3_T0_5M,192,10,1,3,0.375,3,8,768,14745600,46537728,500000,61,10,85040640000000,0.00858457152052904
d192_G01_A4_T0_5M,192,10,1,4,0.5,4,8,768,19169280,46537728,500000,61,10,98311680000000,0.008396324129573588
d192_G01_A8_T0_5M,192,10,1,8,1.0,8,8,768,36864000,46537728,500000,61,10,151395840000000,0.007859937567358668
d192_G02_A1_T0_5M,192,10,2,1,0.125,2,16,384,5898240,46553088,500000,61,10,58544640000000,0.00908886670955469
d192_G02_A2_T0_5M,192,10,2,2,0.25,4,16,384,10321920,46553088,500000,61,10,71815680000000,0.008809324149380472
d192_G02_A3_T0_5M,192,10,2,3,0.375,6,16,384,14745600,46553088,500000,61,10,85086720000000,0.008583860509337257
d192_G02_A4_T0_5M,192,10,2,4,0.5,8,16,384,19169280,46553088,500000,61,10,98357760000000,0.008395722558818073
d192_G02_A8_T0_5M,192,10,2,8,1.0,16,16,384,36864000,46553088,500000,61,10,151441920000000,0.007859571847181003
d192_G04_A1_T0_5M,192,10,4,1,0.125,4,32,192,5898240,46583808,500000,61,10,58636800000000,0.00908668106911824
d192_G04_A2_T0_5M,192,10,4,2,0.25,8,32,192,10321920,46583808,500000,61,10,71907840000000,0.008807596911425518
d192_G04_A3_T0_5M,192,10,4,3,0.375,12,32,192,14745600,46583808,500000,61,10,85178880000000,0.008582439817824208
d192_G04_A4_T0_5M,192,10,4,4,0.5,16,32,192,19169280,46583808,500000,61,10,98449920000000,0.008394520391489408
d192_G04_A8_T0_5M,192,10,4,8,1.0,32,32,192,36864000,46583808,500000,61,10,151534080000000,0.007858840791556715
d192_G08_A1_T0_5M,192,10,8,1,0.125,8,64,96,5898240,46645248,500000,61,10,58821120000000,0.009082321645435106
d192_G08_A2_T0_5M,192,10,8,2,0.25,16,64,96,10321920,46645248,500000,61,10,72092160000000,0.008804150079360034
d192_G08_A3_T0_5M,192,10,8,3,0.375,24,64,96,14745600,46645248,500000,61,10,85363200000000,0.0085796037438351
d192_G08_A4_T0_5M,192,10,8,4,0.5,32,64,96,19169280,46645248,500000,61,10,98634240000000,0.00839211994441137
d192_G08_A8_T0_5M,192,10,8,8,1.0,64,64,96,36864000,46645248,500000,61,10,151718400000000,0.00785738021688345
d192_G16_A1_T0_5M,192,10,16,1,0.125,16,128,48,5898240,46768128,500000,61,10,59189760000000,0.009073649855162697
d192_G16_A2_T0_5M,192,10,16,2,0.25,32,128,48,10321920,46768128,500000,61,10,72460800000000,0.00879728679495847
d192_G16_A3_T0_5M,192,10,16,3,0.375,48,128,48,14745600,46768128,500000,61,10,85731840000000,0.008573952717179428
d192_G16_A4_T0_5M,192,10,16,4,0.5,64,128,48,19169280,46768128,500000,61,10,99002880000000,0.008387334527774291
d192_G16_A8_T0_5M,192,10,16,8,1.0,128,128,48,36864000,46768128,500000,61,10,152087040000000,0.007854465195114945
d192_G01_A1_T1M,192,10,1,1,0.125,1,8,768,5898240,46537728,1000000,122,10,116997120000000,0.008175880486873113
d192_G01_A2_T1M,192,10,1,2,0.25,2,8,768,10321920,46537728,1000000,122,10,143539200000000,0.007924241914477709
d192_G01_A3_T1M,192,10,1,3,0.375,3,8,768,14745600,46537728,1000000,122,10,170081280000000,0.0077213126267046
d192_G01_A4_T1M,192,10,1,4,0.5,4,8,768,19169280,46537728,1000000,122,10,196623360000000,0.007551995270182773
d192_G01_A8_T1M,192,10,1,8,1.0,8,8,768,36864000,46537728,1000000,122,10,302791680000000,0.007069547389619305
d192_G02_A1_T1M,192,10,2,1,0.125,2,16,384,5898240,46553088,1000000,122,10,117089280000000,0.008174896221564108
d192_G02_A2_T1M,192,10,2,2,0.25,4,16,384,10321920,46553088,1000000,122,10,143631360000000,0.007923464278290894
d192_G02_A3_T1M,192,10,2,3,0.375,6,16,384,14745600,46553088,1000000,122,10,170173440000000,0.007720673114332933
d192_G02_A4_T1M,192,10,2,4,0.5,8,16,384,19169280,46553088,1000000,122,10,196715520000000,0.0075514541929887265
d192_G02_A8_T1M,192,10,2,8,1.0,16,16,384,36864000,46553088,1000000,122,10,302883840000000,0.007069218446023358
d192_G04_A1_T1M,192,10,4,1,0.125,4,32,192,5898240,46583808,1000000,122,10,117273600000000,0.008172930367699529
d192_G04_A2_T1M,192,10,4,2,0.25,8,32,192,10321920,46583808,1000000,122,10,143815680000000,0.007921910730254276
d192_G04_A3_T1M,192,10,4,3,0.375,12,32,192,14745600,46583808,1000000,122,10,170357760000000,0.0077193952866286475
d192_G04_A4_T1M,192,10,4,4,0.5,16,32,192,19169280,46583808,1000000,122,10,196899840000000,0.007550372914819858
d192_G04_A8_T1M,192,10,4,8,1.0,32,32,192,36864000,46583808,1000000,122,10,303068160000000,0.007068560904874199
d192_G08_A1_T1M,192,10,8,1,0.125,8,64,96,5898240,46645248,1000000,122,10,117642240000000,0.008169009324808891
d192_G08_A2_T1M,192,10,8,2,0.25,16,64,96,10321920,46645248,1000000,122,10,144184320000000,0.007918810509365477
d192_G08_A3_T1M,192,10,8,3,0.375,24,64,96,14745600,46645248,1000000,122,10,170726400000000,0.007716844406383778
d192_G08_A4_T1M,192,10,8,4,0.5,32,64,96,19169280,46645248,1000000,122,10,197268480000000,0.0075482138551289865
d192_G08_A8_T1M,192,10,8,8,1.0,64,64,96,36864000,46645248,1000000,122,10,303436800000000,0.007067247204634185
d192_G16_A1_T1M,192,10,16,1,0.125,16,128,48,5898240,46768128,1000000,122,10,118379520000000,0.008161209564090915
d192_G16_A2_T1M,192,10,16,2,0.25,32,128,48,10321920,46768128,1000000,122,10,144921600000000,0.007912637392351573
d192_G16_A3_T1M,192,10,16,3,0.375,48,128,48,14745600,46768128,1000000,122,10,171463680000000,0.007711761643270216
d192_G16_A4_T1M,192,10,16,4,0.5,64,128,48,19169280,46768128,1000000,122,10,198005760000000,0.007543909656857057
d192_G16_A8_T1M,192,10,16,8,1.0,128,128,48,36864000,46768128,1000000,122,10,304174080000000,0.00706462531554695
d192_G01_A1_T2M,192,10,1,1,0.125,1,8,768,5898240,46537728,2000000,244,10,233994240000000,0.007353719295920165
d192_G01_A2_T2M,192,10,1,2,0.25,2,8,768,10321920,46537728,2000000,244,10,287078400000000,0.00712738533367684
d192_G01_A3_T2M,192,10,1,3,0.375,3,8,768,14745600,46537728,2000000,244,10,340162560000000,0.006944862482272589
d192_G01_A4_T2M,192,10,1,4,0.5,4,8,768,19169280,46537728,2000000,244,10,393246720000000,0.00679257156831074
d192_G01_A8_T2M,192,10,1,8,1.0,8,8,768,36864000,46537728,2000000,244,10,605583360000000,0.0063586383308727
d192_G02_A1_T2M,192,10,2,1,0.125,2,16,384,5898240,46553088,2000000,244,10,234178560000000,0.00735283400768647
d192_G02_A2_T2M,192,10,2,2,0.25,4,16,384,10321920,46553088,2000000,244,10,287262720000000,0.007126685896076036
d192_G02_A3_T2M,192,10,2,3,0.375,6,16,384,14745600,46553088,2000000,244,10,340346880000000,0.006944287278846479
d192_G02_A4_T2M,192,10,2,4,0.5,8,16,384,19169280,46553088,2000000,244,10,393431040000000,0.006792084901485212
d192_G02_A8_T2M,192,10,2,8,1.0,16,16,384,36864000,46553088,2000000,244,10,605767680000000,0.00635834246562948
d192_G04_A1_T2M,192,10,4,1,0.125,4,32,192,5898240,46583808,2000000,244,10,234547200000000,0.007351065838799934
d192_G04_A2_T2M,192,10,4,2,0.25,8,32,192,10321920,46583808,2000000,244,10,287631360000000,0.007125288571813243
d192_G04_A3_T2M,192,10,4,3,0.375,12,32,192,14745600,46583808,2000000,244,10,340715520000000,0.006943137948659847
d192_G04_A4_T2M,192,10,4,4,0.5,16,32,192,19169280,46583808,2000000,244,10,393799680000000,0.00679111235594135
d192_G04_A8_T2M,192,10,4,8,1.0,32,32,192,36864000,46583808,2000000,244,10,606136320000000,0.006357751046387943
d192_G08_A1_T2M,192,10,8,1,0.125,8,64,96,5898240,46645248,2000000,244,10,235284480000000,0.007347539093416204
d192_G08_A2_T2M,192,10,8,2,0.25,16,64,96,10321920,46645248,2000000,244,10,288368640000000,0.007122500107108042
d192_G08_A3_T2M,192,10,8,3,0.375,24,64,96,14745600,46645248,2000000,244,10,341452800000000,0.006940843583262947
d192_G08_A4_T2M,192,10,8,4,0.5,32,64,96,19169280,46645248,2000000,244,10,394536960000000,0.006789170409879967
d192_G08_A8_T2M,192,10,8,8,1.0,64,64,96,36864000,46645248,2000000,244,10,606873600000000,0.006356569450984298
d192_G16_A1_T2M,192,10,16,1,0.125,16,128,48,5898240,46768128,2000000,244,10,236759040000000,0.007340523671531376
d192_G16_A2_T2M,192,10,16,2,0.25,32,128,48,10321920,46768128,2000000,244,10,289843200000000,0.0071169477547009825
d192_G16_A3_T2M,192,10,16,3,0.375,48,128,48,14745600,46768128,2000000,244,10,342927360000000,0.006936271939481606
d192_G16_A4_T2M,192,10,16,4,0.5,64,128,48,19169280,46768128,2000000,244,10,396011520000000,0.0067852990389693285
d192_G16_A8_T2M,192,10,16,8,1.0,128,128,48,36864000,46768128,2000000,244,10,608348160000000,0.006354211217347747
d192_G01_A1_T4M,192,10,1,1,0.125,1,8,768,5898240,46537728,4000000,488,10,467988480000000,0.006614234096255795
d192_G01_A2_T4M,192,10,1,2,0.25,2,8,768,10321920,46537728,4000000,488,10,574156800000000,0.006410660129128572
d192_G01_A3_T4M,192,10,1,3,0.375,3,8,768,14745600,46537728,4000000,488,10,680325120000000,0.006246491656207175
d192_G01_A4_T4M,192,10,1,4,0.5,4,8,768,19169280,46537728,4000000,488,10,786493440000000,0.00610951501688464
d192_G01_A8_T4M,192,10,1,8,1.0,8,8,768,36864000,46537728,4000000,488,10,1211166720000000,0.005719217821810347
d192_G02_A1_T4M,192,10,2,1,0.125,2,16,384,5898240,46553088,4000000,488,10,468357120000000,0.006613437832027492
d192_G02_A2_T4M,192,10,2,2,0.25,4,16,384,10321920,46553088,4000000,488,10,574525440000000,0.00641003102651515
d192_G02_A3_T4M,192,10,2,3,0.375,6,16,384,14745600,46553088,4000000,488,10,680693760000000,0.006245974294861146
d192_G02_A4_T4M,192,10,2,4,0.5,8,16,384,19169280,46553088,4000000,488,10,786862080000000,0.006109077288956584
d192_G02_A8_T4M,192,10,2,8,1.0,16,16,384,36864000,46553088,4000000,488,10,1211535360000000,0.005718951708582352
d192_G04_A1_T4M,192,10,4,1,0.125,4,32,192,5898240,46583808,4000000,488,10,469094400000000,0.006611847469046987
d192_G04_A2_T4M,192,10,4,2,0.25,8,32,192,10321920,46583808,4000000,488,10,575262720000000,0.006408774216265726
d192_G04_A3_T4M,192,10,4,3,0.375,12,32,192,14745600,46583808,4000000,488,10,681431040000000,0.006244940540565887
d192_G04_A4_T4M,192,10,4,4,0.5,16,32,192,19169280,46583808,4000000,488,10,787599360000000,0.006108202541956117
d192_G04_A8_T4M,192,10,4,8,1.0,32,32,192,36864000,46583808,4000000,488,10,1212272640000000,0.0057184197620726825
d192_G08_A1_T4M,192,10,8,1,0.125,8,64,96,5898240,46645248,4000000,488,10,470568960000000,0.006608675370870921
d192_G08_A2_T4M,192,10,8,2,0.25,16,64,96,10321920,46645248,4000000,488,10,576737280000000,0.006406266157746335
d192_G08_A3_T4M,192,10,8,3,0.375,24,64,96,14745600,46645248,4000000,488,10,682905600000000,0.006242876895051723
d192_G08_A4_T4M,192,10,8,4,0.5,32,64,96,19169280,46645248,4000000,488,10,789073920000000,0.006106455876719736
d192_G08_A8_T4M,192,10,8,8,1.0,64,64,96,36864000,46645248,4000000,488,10,1213747200000000,0.005717356987129519
d192_G16_A1_T4M,192,10,16,1,0.125,16,128,48,5898240,46768128,4000000,488,10,473518080000000,0.006602365415219502
d192_G16_A2_T4M,192,10,16,2,0.25,32,128,48,10321920,46768128,4000000,488,10,579686400000000,0.0064012721462635225
d192_G16_A3_T4M,192,10,16,3,0.375,48,128,48,14745600,46768128,4000000,488,10,685854720000000,0.006238764972777065
d192_G16_A4_T4M,192,10,16,4,0.5,64,128,48,19169280,46768128,4000000,488,10,792023040000000,0.006102973808334203
d192_G16_A8_T4M,192,10,16,8,1.0,128,128,48,36864000,46768128,4000000,488,10,1216696320000000,0.005715235895924083
d192_G01_A1_T8M,192,10,1,1,0.125,1,8,768,5898240,46537728,8000000,976,10,935976960000000,0.005949111044304356
d192_G01_A2_T8M,192,10,1,2,0.25,2,8,768,10321920,46537728,8000000,976,10,1148313600000000,0.005766008342079923
d192_G01_A3_T8M,192,10,1,3,0.375,3,8,768,14745600,46537728,8000000,976,10,1360650240000000,0.005618348543353397
d192_G01_A4_T8M,192,10,1,4,0.5,4,8,768,19169280,46537728,8000000,976,10,1572986880000000,0.005495146185235065
d192_G01_A8_T8M,192,10,1,8,1.0,8,8,768,36864000,46537728,8000000,976,10,2422333440000000,0.005144097020662573
d192_G02_A1_T8M,192,10,2,1,0.125,2,16,384,5898240,46553088,8000000,976,10,936714240000000,0.005948394851885727
d192_G02_A2_T8M,192,10,2,2,0.25,4,16,384,10321920,46553088,8000000,976,10,1149050880000000,0.005765442501613584
d192_G02_A3_T8M,192,10,2,3,0.375,6,16,384,14745600,46553088,8000000,976,10,1361387520000000,0.005617883207525732
d192_G02_A4_T8M,192,10,2,4,0.5,8,16,384,19169280,46553088,8000000,976,10,1573724160000000,0.005494752474940977
d192_G02_A8_T8M,192,10,2,8,1.0,16,16,384,36864000,46553088,8000000,976,10,2423070720000000,0.0051438576676066244
d192_G04_A1_T8M,192,10,4,1,0.125,4,32,192,5898240,46583808,8000000,976,10,938188800000000,0.005946964414765708
d192_G04_A2_T8M,192,10,4,2,0.25,8,32,192,10321920,46583808,8000000,976,10,1150525440000000,0.005764312075380307
d192_G04_A3_T8M,192,10,4,3,0.375,12,32,192,14745600,46583808,8000000,976,10,1362862080000000,0.00561695340688585
d192_G04_A4_T8M,192,10,4,4,0.5,16,32,192,19169280,46583808,8000000,976,10,1575198720000000,0.005493965691926388
d192_G04_A8_T8M,192,10,4,8,1.0,32,32,192,36864000,46583808,8000000,976,10,2424545280000000,0.0051433792132898285
d192_G08_A1_T8M,192,10,8,1,0.125,8,64,96,5898240,46645248,8000000,976,10,941137920000000,0.005944111300706208
d192_G08_A2_T8M,192,10,8,2,0.25,16,64,96,10321920,46645248,8000000,976,10,1153474560000000,0.005762056225584195
d192_G08_A3_T8M,192,10,8,3,0.375,24,64,96,14745600,46645248,8000000,976,10,1365811200000000,0.005615097280214011
d192_G08_A4_T8M,192,10,8,4,0.5,32,64,96,19169280,46645248,8000000,976,10,1578147840000000,0.0054923946702030504
d192_G08_A8_T8M,192,10,8,8,1.0,64,64,96,36864000,46645248,8000000,976,10,2427494400000000,0.005142423310299402
d192_G16_A1_T8M,192,10,16,1,0.125,16,128,48,5898240,46768128,8000000,976,10,947036160000000,0.005938435870065467
d192_G16_A2_T8M,192,10,16,2,0.25,32,128,48,10321920,46768128,8000000,976,10,1159372800000000,0.005757564408627701
d192_G16_A3_T8M,192,10,16,3,0.375,48,128,48,14745600,46768128,8000000,976,10,1371709440000000,0.005611398850152194
d192_G16_A4_T8M,192,10,16,4,0.5,64,128,48,19169280,46768128,8000000,976,10,1584046080000000,0.005489262756335485
d192_G16_A8_T8M,192,10,16,8,1.0,128,128,48,36864000,46768128,8000000,976,10,2433392640000000,0.005140515514637411
d192_G01_A1_T16M,192,10,1,1,0.125,1,8,768,5898240,46537728,16000000,1953,20,1871953920000000,0.005350872331159073
d192_G01_A2_T16M,192,10,1,2,0.25,2,8,768,10321920,46537728,16000000,1953,20,2296627200000000,0.005186182316836481
d192_G01_A3_T16M,192,10,1,3,0.375,3,8,768,14745600,46537728,16000000,1953,20,2721300480000000,0.005053371090832095
d192_G01_A4_T16M,192,10,1,4,0.5,4,8,768,19169280,46537728,16000000,1953,20,3145973760000000,0.004942557881214823
d192_G01_A8_T16M,192,10,1,8,1.0,8,8,768,36864000,46537728,16000000,1953,20,4844666880000000,0.004626809990883233
d192_G02_A1_T16M,192,10,2,1,0.125,2,16,384,5898240,46553088,16000000,1953,20,1873428480000000,0.00535022815858134
d192_G02_A2_T16M,192,10,2,2,0.25,4,16,384,10321920,46553088,16000000,1953,20,2298101760000000,0.005185673376917114
d192_G02_A3_T16M,192,10,2,3,0.375,6,16,384,14745600,46553088,16000000,1953,20,2722775040000000,0.005052952548870715
d192_G02_A4_T16M,192,10,2,4,0.5,8,16,384,19169280,46553088,16000000,1953,20,3147448320000000,0.004942203762170238
d192_G02_A8_T16M,192,10,2,8,1.0,16,16,384,36864000,46553088,16000000,1953,20,4846141440000000,0.004626594707013944
d192_G04_A1_T16M,192,10,4,1,0.125,4,32,192,5898240,46583808,16000000,1953,20,1876377600000000,0.005348941565281942
d192_G04_A2_T16M,192,10,4,2,0.25,8,32,192,10321920,46583808,16000000,1953,20,2301050880000000,0.005184656625606034
d192_G04_A3_T16M,192,10,4,3,0.375,12,32,192,14745600,46583808,16000000,1953,20,2725724160000000,0.005052116248374661
d192_G04_A4_T16M,192,10,4,4,0.5,16,32,192,19169280,46583808,16000000,1953,20,3150397440000000,0.004941496097540678
d192_G04_A8_T16M,192,10,4,8,1.0,32,32,192,36864000,46583808,16000000,1953,20,4849090560000000,0.0046261643657501145
d192_G08_A1_T16M,192,10,8,1,0.125,8,64,96,5898240,46645248,16000000,1953,20,1882275840000000,0.00534637535850501
d192_G08_A2_T16M,192,10,8,2,0.25,16,64,96,10321920,46645248,16000000,1953,20,2306949120000000,0.005182627622589051
d192_G08_A3_T16M,192,10,8,3,0.375,24,64,96,14745600,46645248,16000000,1953,20,2731622400000000,0.005050446772586177
d192_G08_A4_T16M,192,10,8,4,0.5,32,64,96,19169280,46645248,16000000,1953,20,3156295680000000,0.004940083056733665
d192_G08_A8_T16M,192,10,8,8,1.0,64,64,96,36864000,46645248,16000000,1953,20,4854988800000000,0.004625304587738803
d192_G16_A1_T16M,192,10,16,1,0.125,16,128,48,5898240,46768128,16000000,1953,20,1894072320000000,0.0053412706454551455
d192_G16_A2_T16M,192,10,16,2,0.25,32,128,48,10321920,46768128,16000000,1953,20,2318745600000000,0.005178587499805976
d192_G16_A3_T16M,192,10,16,3,0.375,48,128,48,14745600,46768128,16000000,1953,20,2743418880000000,0.005047120254230892
d192_G16_A4_T16M,192,10,16,4,0.5,64,128,48,19169280,46768128,16000000,1953,20,3168092160000000,0.0049372660860749
